EXP_ID,Torque,RPM,Power,Frecuencia,Caudal
261_50_HZ,-4.718672275543213,1065,526.2572009877749,50,13.126788012894202
262_50_HZ,-4.6305131912231445,1079,523.213772784942,50,13.076207399879078
263_50_HZ,-4.6305131912231445,1085,526.123209890326,50,13.053991822682306
264_50_HZ,-4.341466426849365,1086,493.736128484959,50,13.05025783313841
265_50_HZ,-4.341466426849365,1085,493.28149116591203,50,13.053991822682306
266_50_HZ,-4.216509819030762,1076,475.109834941761,50,13.087194099863222
267_50_HZ,-4.216509819030762,1058,467.161900899984,50,13.15141905916866
268_50_HZ,-4.377357006072998,1033,473.522805935971,50,13.235799270785012
269_50_HZ,-4.377357006072998,1013,464.35489100981397,50,13.299267152936624
270_50_HZ,-4.682067394256592,1002,491.285576354546,50,13.332645183769742
271_50_HZ,-4.682067394256592,1005,492.75649125381096,50,13.323649718775393
272_50_HZ,-4.965782642364502,1014,527.295752861254,50,13.296178969335362
273_50_HZ,-4.965782642364502,1030,535.616001427112,50,13.24554817604577
274_50_HZ,-4.958060264587402,1047,543.609592014443,50,13.189237005857393
275_50_HZ,-4.958060264587402,1061,550.878488182736,50,13.140916713641493
276_50_HZ,-4.719194412231445,1060,523.844469110855,50,13.144426465010863
277_50_HZ,-4.719194412231445,1050,518.9025401569791,50,13.179030654720602
278_50_HZ,-4.594430446624756,1032,496.523695852484,50,13.239057875398911
279_50_HZ,-4.594430446624756,1010,485.93888838276,50,13.308477886578519
280_50_HZ,-4.74425745010376,995,494.333375959376,50,13.353320668645557
281_50_HZ,-4.74425745010376,982,487.874748936791,50,13.390551959193107
282_50_HZ,-5.129624843597412,983,528.04113014149,50,13.38774183092826
283_50_HZ,-5.129624843597412,985,529.115476286234,50,13.38209466581762
284_50_HZ,-5.35944938659668,980,550.015439897698,50,13.396145307141861
285_50_HZ,-5.35944938659668,985,552.821641121666,50,13.38209466581762
286_50_HZ,-5.315699577331543,994,553.318809678453,50,13.356238431234178
287_50_HZ,-5.315699577331543,1000,556.658762251965,50,13.338597312797738
288_50_HZ,-5.240813732147217,1007,552.658431561753,50,13.317607894477586
289_50_HZ,-5.240813732147217,1004,551.011981418073,50,13.326657176633823
290_50_HZ,-5.152984142303467,995,536.92111961018,50,13.353320668645557
291_50_HZ,-5.152984142303467,990,534.223023531737,50,13.36781978631885
292_50_HZ,-5.194672584533691,980,533.1051648141099,50,13.396145307141861
293_50_HZ,-5.194672584533691,969,527.1213313315029,50,13.426267399680862
294_50_HZ,-5.297836780548096,958,531.487078421643,50,13.455304179455155
295_50_HZ,-5.297836780548096,940,521.50089114441,50,13.500477863452856
296_50_HZ,-5.550140857696533,932,541.6871679817609,50,13.519622225534695
297_50_HZ,-5.550140857696533,930,540.524749166349,50,13.524318620785344
298_50_HZ,-5.825666904449463,926,564.9177709004321,50,13.53360377696287
299_50_HZ,-5.825666904449463,932,568.5781452259209,50,13.519622225534695
300_50_HZ,-5.774936676025391,943,570.279193288433,50,13.493150730476978
301_50_HZ,-5.774936676025391,951,575.117192807317,50,13.473217050020809
302_50_HZ,-5.6999406814575195,949,566.454665479492,50,13.478254287296737
303_50_HZ,-5.6999406814575195,943,562.8732871940571,50,13.493150730476978
304_50_HZ,-5.623735427856445,923,543.569650810803,50,13.540473464062714
305_50_HZ,-5.623735427856445,897,528.257829661203,50,13.596629240589502
306_50_HZ,-5.787879943847656,882,534.584954896892,50,13.626268674423672
307_50_HZ,-5.787879943847656,886,537.00937646105,50,13.61856215499481
308_50_HZ,-6.156649112701416,902,581.5399651245081,50,13.586300952962395
309_50_HZ,-6.156649112701416,908,585.408301921345,50,13.57361101341949
310_50_HZ,-6.123507022857666,904,579.691947015892,50,13.582106851222683
311_50_HZ,-6.123507022857666,899,576.4856862469991,50,13.592524834119603
312_50_HZ,-5.925780296325684,903,560.353281860341,50,13.58420838685603
313_50_HZ,-5.925780296325684,906,562.214920670508,50,13.577876871375048
314_50_HZ,-6.026993274688721,905,571.186464966822,50,13.579996346062357
315_50_HZ,-6.026993274688721,900,568.0307386410391,50,13.59045917659418
